session_id,player_id,session_date,hour_of_day,is_evening,game_type,duration_mins,bets_placed,avg_stake,near_miss_count,returned_next_day,rg_flag,device
S0000329,P00048,2024-04-06,17,False,slots,26,78,5.69,1,False,False,mobile
S0000330,P00048,2024-05-14,14,False,live_casino,80,290,3.5,0,True,False,mobile
S0000331,P00048,2024-03-19,15,False,slots,45,147,3.47,1,False,False,mobile
S0000332,P00048,2024-02-05,22,True,live_casino,56,122,10.4,1,True,False,mobile
S0000333,P00048,2024-03-25,19,True,sports_betting,49,110,2.13,0,True,False,mobile
S0000334,P00048,2024-02-13,14,False,live_casino,7,13,4.66,0,True,False,mobile
S0000335,P00048,2024-04-20,17,False,sports_betting,76,143,4.62,0,True,False,mobile
S0000336,P00048,2024-04-26,11,False,slots,11,36,2.04,1,True,False,mobile
S0000337,P00048,2024-05-05,7,False,live_casino,36,80,5.84,0,False,False,mobile
S0000338,P00048,2024-02-22,19,True,slots,19,60,13.93,0,False,False,mobile
S0000339,P00048,2024-02-17,11,False,live_casino,20,48,0.99,0,True,False,mobile
S0000340,P00048,2024-05-11,15,False,slots,9,21,31.95,0,False,False,mobile
S0000341,P00048,2024-02-08,11,False,slots,18,28,11.39,0,True,False,mobile
S0000342,P00048,2024-03-14,7,False,live_casino,19,46,1.77,1,True,False,mobile
S0000343,P00048,2024-04-28,12,False,slots,13,45,27.5,1,False,False,mobile
S0000344,P00048,2024-03-25,13,False,live_casino,21,79,7.25,0,True,False,mobile
S0000345,P00048,2024-03-05,15,False,sports_betting,10,36,5.53,0,False,False,mobile
S0000346,P00048,2024-05-05,2,False,slots,18,35,2.48,1,False,False,mobile
S0000347,P00048,2024-04-25,8,False,slots,24,88,1.76,0,False,False,mobile
S0000348,P00048,2024-04-22,6,False,live_casino,14,23,7.89,0,False,False,mobile
S0000349,P00048,2024-04-28,19,True,live_casino,5,11,7.67,2,False,False,mobile
S0000350,P00048,2024-02-26,11,False,sports_betting,9,24,7.33,1,True,False,mobile
S0000351,P00048,2024-03-22,14,False,sports_betting,29,104,1.46,1,True,False,mobile
S0000352,P00048,2024-04-27,15,False,live_casino,13,28,4.76,0,True,False,mobile
S0000353,P00048,2024-04-08,22,True,live_casino,24,45,5.87,0,True,False,mobile
S0000354,P00048,2024-04-28,18,True,slots,13,24,7.87,0,False,False,mobile
S0000355,P00050,2024-02-08,12,False,live_casino,8,25,4.72,0,True,False,desktop
S0000356,P00050,2024-02-08,10,False,sports_betting,52,132,22.39,0,True,False,desktop
S0000357,P00050,2024-02-08,18,True,live_casino,30,116,6.11,0,True,False,desktop
S0000358,P00051,2024-11-12,15,False,slots,40,138,7.01,1,False,False,mobile
S0000359,P00051,2024-10-21,9,False,slots,11,32,2.28,0,False,False,mobile
S0000360,P00051,2024-10-17,16,False,slots,13,48,4.71,0,True,False,mobile
S0000361,P00051,2024-11-17,0,False,sports_betting,5,7,8.55,0,True,False,mobile
S0000362,P00051,2024-10-16,17,False,slots,10,28,9.33,0,True,False,mobile
S0000363,P00051,2024-10-18,19,True,live_casino,38,144,6.56,1,False,False,mobile
S0000364,P00051,2024-10-30,7,False,slots,19,39,8.02,1,False,False,mobile
S0000365,P00051,2024-11-08,11,False,live_casino,28,61,9.85,0,False,False,mobile
S0000366,P00051,2024-10-14,14,False,slots,17,47,1.97,0,False,False,mobile
S0000367,P00051,2024-11-10,20,True,live_casino,35,122,2.12,0,True,False,mobile
S0000368,P00051,2024-11-03,18,True,slots,34,128,4.78,1,True,False,mobile
S0000369,P00051,2024-11-10,18,True,sports_betting,19,55,10.26,0,True,False,mobile
S0000370,P00051,2024-11-01,7,False,slots,32,119,10.12,0,True,False,mobile
S0000371,P00051,2024-10-07,16,False,slots,20,54,5.9,1,True,False,mobile
S0000372,P00051,2024-11-13,6,False,slots,10,23,8.61,0,True,False,mobile
S0000373,P00051,2024-10-27,18,True,table_games,22,64,6.81,0,True,False,mobile
S0000374,P00051,2024-11-10,13,False,sports_betting,53,187,2.34,0,True,False,mobile
S0000375,P00051,2024-10-26,19,True,sports_betting,12,19,3.58,0,False,False,mobile
S0000376,P00051,2024-11-24,13,False,sports_betting,15,46,1.4,1,True,False,mobile
S0000377,P00051,2024-11-19,16,False,slots,14,23,12.16,0,True,False,mobile
S0000378,P00051,2024-11-26,19,True,slots,80,305,24.9,0,True,False,mobile
S0000379,P00051,2024-11-12,12,False,slots,57,176,2.95,1,False,False,mobile
S0000380,P00051,2024-11-07,20,True,sports_betting,25,50,5.83,0,True,False,mobile
S0000381,P00051,2024-11-09,16,False,sports_betting,66,252,5.42,0,False,False,mobile
S0000382,P00051,2024-10-27,19,True,slots,31,74,30.87,0,True,False,mobile
S0000383,P00051,2024-11-25,13,False,slots,12,33,3.89,1,False,False,mobile
S0000384,P00052,2024-08-03,8,False,slots,5,11,32.11,1,False,False,desktop
S0000385,P00052,2024-08-01,0,False,table_games,22,38,5.53,0,False,False,desktop
S0000386,P00052,2024-08-03,11,False,table_games,27,64,12.63,1,False,False,desktop
S0000387,P00052,2024-08-09,21,True,slots,29,114,6.46,0,False,False,desktop
S0000388,P00052,2024-08-06,20,True,slots,8,16,4.18,1,True,False,desktop
S0000389,P00052,2024-07-30,15,False,slots,5,19,1.88,1,True,False,desktop
S0000390,P00055,2024-04-08,12,False,live_casino,18,57,8.67,0,True,False,mobile
S0000391,P00055,2024-04-05,11,False,live_casino,19,73,8.56,1,True,False,mobile
S0000392,P00055,2024-03-24,11,False,slots,25,43,44.26,3,False,False,mobile
S0000393,P00055,2024-03-08,19,True,slots,11,30,7.34,2,True,False,mobile
S0000394,P00055,2024-03-08,21,True,slots,91,213,7.93,0,True,False,mobile
S0000395,P00055,2024-04-10,15,False,live_casino,12,34,2.16,0,True,False,mobile
S0000396,P00055,2024-03-15,11,False,sports_betting,19,73,2.11,0,True,False,mobile
S0000397,P00055,2024-03-13,19,True,slots,10,26,7.81,2,True,False,mobile
S0000398,P00055,2024-03-04,10,False,slots,59,210,5.19,1,True,False,mobile
S0000399,P00055,2024-03-28,13,False,slots,58,188,2.21,2,False,False,mobile
S0000400,P00055,2024-04-02,14,False,live_casino,7,18,6.81,0,False,False,mobile
S0000401,P00055,2024-04-10,22,True,slots,20,42,8.53,0,False,False,mobile
S0000402,P00055,2024-03-02,9,False,slots,19,75,4.26,1,False,False,mobile
S0000403,P00055,2024-04-05,19,True,slots,4,14,4.92,0,True,False,mobile
S0000404,P00055,2024-03-23,14,False,live_casino,56,116,6.35,0,False,False,mobile
S0000405,P00055,2024-04-04,20,True,live_casino,14,47,5.62,2,False,False,mobile
S0000406,P00056,2024-08-15,15,False,slots,67,216,5.85,3,False,False,desktop
S0000407,P00056,2024-08-23,15,False,slots,17,62,1.17,0,True,False,desktop
S0000408,P00056,2024-08-12,23,True,table_games,5,10,14.55,0,True,False,desktop
S0000409,P00056,2024-08-13,5,False,slots,21,51,5.04,0,True,False,desktop
S0000410,P00056,2024-08-24,16,False,table_games,18,61,34.59,0,True,False,desktop
S0000411,P00056,2024-08-14,21,True,slots,14,53,12.18,0,False,False,desktop
S0000412,P00056,2024-08-20,21,True,table_games,22,59,5.95,0,True,False,desktop
S0000413,P00056,2024-08-30,18,True,table_games,11,24,11.3,0,False,False,desktop
S0000414,P00056,2024-08-12,18,True,slots,30,69,4.56,0,False,False,desktop
S0000415,P00056,2024-08-08,13,False,slots,7,26,1.25,0,True,False,desktop
S0000416,P00056,2024-09-05,13,False,sports_betting,36,139,10.73,1,True,False,desktop
S0000417,P00056,2024-08-12,13,False,sports_betting,4,9,6.44,0,False,False,desktop
S0000418,P00056,2024-08-13,9,False,slots,22,79,11.39,0,False,False,desktop
S0000419,P00059,2024-06-22,6,False,slots,17,38,5.63,0,False,False,tablet
S0000420,P00059,2024-05-05,11,False,slots,37,134,2.28,0,True,False,tablet
S0000421,P00059,2024-05-16,21,True,slots,12,36,2.35,0,True,False,tablet
S0000422,P00059,2024-06-19,18,True,slots,9,23,19.8,0,True,False,tablet
S0000423,P00059,2024-09-17,18,True,slots,30,62,12.17,2,False,False,tablet
S0000424,P00059,2024-09-22,18,True,slots,22,42,2.02,0,False,False,tablet
S0000425,P00059,2024-08-03,13,False,live_casino,29,67,3.96,0,False,False,tablet
S0000426,P00059,2024-06-15,19,True,live_casino,9,20,1.51,0,False,False,tablet
S0000427,P00059,2024-06-17,12,False,live_casino,8,18,7.57,0,False,False,tablet
S0000428,P00059,2024-09-26,13,False,live_casino,74,145,6.29,1,False,False,tablet
S0000429,P00059,2024-05-20,12,False,slots,44,107,10.39,1,True,False,tablet
S0000430,P00059,2024-08-14,21,True,sports_betting,35,119,16.69,2,True,False,tablet
S0000431,P00059,2024-08-23,14,False,slots,12,26,5.77,1,True,False,tablet
S0000432,P00059,2024-08-30,12,False,live_casino,15,56,18.53,0,False,False,tablet
S0000433,P00059,2024-07-06,20,True,sports_betting,7,15,2.36,1,False,False,tablet
S0000434,P00059,2024-06-19,20,True,slots,8,21,7.71,4,False,False,tablet
S0000435,P00059,2024-06-26,9,False,table_games,13,20,3.59,0,False,False,tablet
S0000436,P00059,2024-09-10,18,True,slots,11,20,14.47,0,False,False,tablet
S0000437,P00059,2024-08-11,7,False,slots,45,156,4.34,0,False,False,tablet
S0000438,P00059,2024-06-26,19,True,live_casino,54,173,2.72,0,True,False,tablet
S0000439,P00059,2024-09-05,17,False,live_casino,43,81,4.61,1,True,False,tablet
S0000440,P00059,2024-05-26,12,False,slots,5,17,20.26,0,False,False,tablet
S0000441,P00059,2024-06-03,18,True,slots,13,39,1.9,1,False,False,tablet
S0000442,P00059,2024-09-20,17,False,table_games,28,50,7.21,0,False,False,tablet
S0000443,P00059,2024-08-16,12,False,slots,96,282,67.02,1,True,False,tablet
S0000444,P00059,2024-08-29,22,True,sports_betting,15,32,2.95,0,True,False,tablet
S0000445,P00059,2024-08-24,16,False,live_casino,36,119,2.55,0,False,False,tablet
S0000446,P00059,2024-06-01,13,False,sports_betting,3,6,7.83,0,True,False,tablet
S0000447,P00059,2024-05-24,8,False,sports_betting,16,25,3.86,1,True,False,tablet
S0000448,P00059,2024-09-11,4,False,slots,4,8,23.77,0,False,False,tablet
S0000449,P00059,2024-06-25,20,True,table_games,15,23,5.49,1,False,False,tablet
S0000450,P00059,2024-06-13,16,False,sports_betting,31,115,7.75,1,True,False,tablet
S0000451,P00059,2024-09-20,15,False,slots,50,151,210.21,0,False,False,tablet
S0000452,P00059,2024-07-01,18,True,slots,6,15,10.62,0,True,False,tablet
S0000453,P00059,2024-06-21,21,True,slots,8,31,10.99,0,True,False,tablet
S0000454,P00059,2024-10-05,12,False,live_casino,38,86,3.63,2,False,False,tablet
S0000455,P00059,2024-05-21,17,False,sports_betting,16,53,3.56,0,False,False,tablet
S0000456,P00059,2024-07-27,10,False,slots,35,82,1.64,0,False,False,tablet
S0000457,P00059,2024-05-10,10,False,slots,4,8,2.18,1,True,False,tablet
S0000458,P00059,2024-09-05,18,True,slots,19,57,8.23,0,True,False,tablet
S0000459,P00059,2024-05-29,12,False,slots,57,87,5.14,1,False,False,tablet
S0000460,P00059,2024-08-21,21,True,slots,31,66,3.39,0,False,False,tablet
S0000461,P00059,2024-08-07,13,False,slots,25,62,14.08,0,False,False,tablet
S0000462,P00059,2024-06-16,22,True,slots,16,25,2.24,1,True,False,tablet
S0000463,P00059,2024-09-19,7,False,slots,32,82,5.95,0,False,False,tablet
S0000464,P00059,2024-07-12,23,True,live_casino,6,11,1.52,0,True,False,tablet
S0000465,P00059,2024-05-24,14,False,slots,13,36,2.74,0,False,False,tablet
S0000466,P00059,2024-09-01,9,False,table_games,11,35,6.45,0,False,False,tablet
S0000467,P00059,2024-08-17,19,True,live_casino,56,96,12.86,0,True,False,tablet
S0000468,P00059,2024-09-10,9,False,slots,20,78,11.33,0,False,False,tablet
S0000469,P00059,2024-08-03,15,False,slots,11,21,7.3,0,False,False,tablet
S0000470,P00059,2024-08-20,19,True,slots,18,71,4.11,0,False,False,tablet
S0000471,P00059,2024-09-18,8,False,sports_betting,49,98,2.52,0,False,False,tablet
S0000472,P00059,2024-09-20,11,False,slots,36,100,12.06,2,False,False,tablet
S0000473,P00059,2024-08-02,11,False,slots,68,109,22.02,1,False,False,tablet
S0000474,P00059,2024-06-19,13,False,live_casino,24,36,20.43,0,False,False,tablet
S0000475,P00059,2024-05-09,19,True,slots,30,67,5.84,0,False,False,tablet
S0000476,P00059,2024-06-12,10,False,live_casino,22,49,9.84,0,False,False,tablet
S0000477,P00059,2024-08-09,17,False,live_casino,27,69,2.38,0,True,False,tablet
S0000478,P00059,2024-08-15,16,False,table_games,25,43,5.58,0,False,False,tablet
S0000479,P00059,2024-06-17,8,False,slots,93,319,22.59,1,False,True,tablet
S0000480,P00059,2024-08-03,17,False,sports_betting,6,11,4.78,0,False,False,tablet
S0000481,P00059,2024-05-29,19,True,slots,6,11,9.43,1,True,False,tablet
S0000482,P00059,2024-08-27,19,True,slots,9,34,7.05,0,True,False,tablet
S0000483,P00059,2024-09-11,23,True,table_games,10,37,6.56,1,False,False,tablet
S0000484,P00059,2024-06-15,22,True,live_casino,115,283,60.65,0,True,False,tablet
S0000485,P00059,2024-07-01,18,True,table_games,46,168,7.82,0,False,False,tablet
S0000486,P00059,2024-08-24,13,False,live_casino,10,24,5.5,2,False,False,tablet
S0000487,P00059,2024-05-07,5,False,live_casino,28,81,14.83,0,False,False,tablet
S0000488,P00059,2024-07-20,14,False,slots,18,56,9.61,0,False,False,tablet
S0000489,P00059,2024-09-30,6,False,table_games,13,51,8.55,0,False,False,tablet
S0000490,P00059,2024-05-10,15,False,live_casino,22,37,2.58,0,False,False,tablet
S0000491,P00059,2024-09-03,16,False,sports_betting,9,33,12.89,0,True,False,tablet
S0000492,P00060,2024-04-11,18,True,slots,7,13,4.42,0,True,False,tablet
S0000493,P00060,2024-04-07,22,True,sports_betting,25,77,5.41,0,True,False,tablet
S0000494,P00060,2024-04-12,14,False,slots,12,33,1.78,0,False,False,tablet
S0000495,P00060,2024-04-10,19,True,slots,32,124,26.86,0,True,False,tablet
S0000496,P00060,2024-04-15,21,True,sports_betting,61,104,18.63,1,True,False,tablet
S0000497,P00060,2024-04-12,8,False,live_casino,10,30,1.15,1,True,False,tablet
S0000498,P00060,2024-04-13,14,False,table_games,8,15,8.02,0,True,False,tablet
S0000499,P00060,2024-04-09,5,False,slots,16,53,2.18,0,False,False,tablet
S0000500,P00060,2024-04-07,9,False,slots,12,35,5.1,1,True,False,tablet
S0000501,P00060,2024-03-31,6,False,slots,4,11,2.66,0,False,False,tablet
S0000502,P00061,2024-06-11,9,False,live_casino,4,13,6.36,0,False,False,mobile
S0000503,P00061,2024-07-20,15,False,live_casino,41,61,8.03,0,False,False,mobile
S0000504,P00061,2024-06-18,10,False,slots,75,189,7.34,1,True,False,mobile
S0000505,P00061,2024-06-28,15,False,slots,10,23,1.58,1,True,False,mobile
S0000506,P00061,2024-07-22,8,False,slots,32,82,37.07,0,False,False,mobile
S0000507,P00061,2024-07-09,13,False,sports_betting,26,42,10.75,0,True,False,mobile
S0000508,P00061,2024-06-24,11,False,slots,32,99,3.35,1,False,False,mobile
S0000509,P00061,2024-07-03,18,True,slots,104,321,2.8,1,False,False,mobile
S0000510,P00061,2024-06-05,12,False,sports_betting,92,242,3.31,1,False,False,mobile
S0000511,P00061,2024-06-17,10,False,live_casino,7,11,7.83,1,False,False,mobile
S0000512,P00061,2024-07-03,9,False,slots,31,87,1.58,1,True,False,mobile
S0000513,P00061,2024-06-17,19,True,sports_betting,32,51,2.06,0,True,False,mobile
S0000514,P00061,2024-07-19,19,True,slots,50,122,7.73,0,False,False,mobile
S0000515,P00061,2024-07-11,19,True,sports_betting,32,66,26.79,0,False,False,mobile
S0000516,P00061,2024-07-20,18,True,slots,18,50,16.92,1,True,False,mobile
S0000517,P00061,2024-05-30,19,True,live_casino,44,77,18.75,0,True,False,mobile
S0000518,P00061,2024-06-09,0,False,slots,8,30,5.07,1,True,False,mobile
S0000519,P00061,2024-06-01,7,False,slots,29,112,9.64,4,True,False,mobile
S0000520,P00061,2024-06-07,23,True,slots,38,85,2.95,1,False,False,mobile
S0000521,P00061,2024-06-01,16,False,sports_betting,21,61,1.21,1,True,False,mobile
S0000522,P00064,2024-02-11,10,False,live_casino,7,19,5.12,0,False,False,desktop
S0000523,P00064,2024-02-03,8,False,slots,12,30,6.68,0,True,False,desktop
S0000524,P00064,2024-02-07,3,False,slots,16,56,4.62,0,True,False,desktop
S0000525,P00064,2024-02-10,9,False,slots,42,101,3.39,0,True,False,desktop
S0000526,P00064,2024-02-05,13,False,live_casino,21,52,4.58,0,False,False,desktop
S0000527,P00064,2024-02-02,18,True,live_casino,6,16,17.76,0,False,False,desktop
S0000528,P00064,2024-02-08,18,True,live_casino,24,77,3.33,0,False,False,desktop
S0000529,P00064,2024-02-03,21,True,sports_betting,78,275,4.04,0,True,False,desktop
S0000530,P00064,2024-02-11,13,False,sports_betting,10,24,2.84,1,False,False,desktop
S0000531,P00067,2024-04-17,20,True,slots,21,31,8.59,0,False,False,desktop
S0000532,P00067,2024-04-08,9,False,slots,11,43,11.45,1,True,False,desktop
S0000533,P00067,2024-02-21,18,True,slots,25,91,11.67,2,True,False,desktop
S0000534,P00067,2024-04-01,8,False,slots,26,76,7.83,0,False,False,desktop
S0000535,P00067,2024-03-09,18,True,slots,18,36,1.42,0,True,False,desktop
S0000536,P00067,2024-04-05,22,True,sports_betting,48,182,3.8,1,False,False,desktop
S0000537,P00067,2024-02-09,18,True,slots,19,69,9.66,0,True,False,desktop
S0000538,P00067,2024-03-06,18,True,slots,14,43,1.46,0,True,False,desktop
S0000539,P00067,2024-03-23,19,True,slots,7,24,15.13,0,False,False,desktop
S0000540,P00067,2024-03-30,18,True,table_games,34,75,18.25,0,True,False,desktop
S0000541,P00067,2024-03-24,4,False,slots,52,140,4.74,1,False,False,desktop
S0000542,P00067,2024-02-10,21,True,slots,36,72,8.85,0,False,False,desktop
S0000543,P00067,2024-03-24,23,True,table_games,11,28,1.54,0,True,False,desktop
S0000544,P00067,2024-02-20,21,True,slots,20,32,3.55,0,False,False,desktop
S0000545,P00067,2024-03-03,21,True,slots,8,12,16.0,0,False,False,desktop
S0000546,P00067,2024-04-17,20,True,slots,38,132,7.51,0,False,False,desktop
S0000547,P00067,2024-03-16,19,True,live_casino,19,34,27.53,0,True,False,desktop
S0000548,P00067,2024-02-14,15,False,live_casino,4,11,0.93,0,False,False,desktop
S0000549,P00067,2024-04-09,22,True,live_casino,24,73,1.23,0,False,False,desktop
S0000550,P00067,2024-02-10,17,False,slots,18,46,5.0,0,False,False,desktop
S0000551,P00067,2024-04-15,20,True,slots,19,37,3.24,2,True,False,desktop
S0000552,P00067,2024-04-01,1,False,slots,17,29,11.13,0,False,False,desktop
S0000553,P00067,2024-02-12,15,False,slots,54,198,5.41,0,True,False,desktop
S0000554,P00067,2024-03-05,9,False,slots,5,18,17.44,1,True,False,desktop
S0000555,P00067,2024-02-23,8,False,live_casino,15,29,3.86,0,True,False,desktop
S0000556,P00067,2024-03-13,17,False,live_casino,9,16,5.2,0,False,False,desktop
S0000557,P00067,2024-03-17,23,True,live_casino,18,46,10.64,0,False,False,desktop
S0000558,P00067,2024-03-11,18,True,slots,30,90,0.46,0,True,False,desktop
S0000559,P00067,2024-02-13,14,False,slots,46,153,11.61,0,True,False,desktop
S0000560,P00067,2024-03-14,23,True,sports_betting,10,22,3.45,0,False,False,desktop
S0000561,P00067,2024-04-02,20,True,sports_betting,13,38,11.42,0,False,False,desktop
S0000562,P00067,2024-03-30,8,False,live_casino,27,84,2.74,1,False,False,desktop
S0000563,P00067,2024-03-26,9,False,sports_betting,37,94,17.87,0,True,False,desktop
S0000564,P00067,2024-02-12,19,True,live_casino,16,28,21.43,0,True,False,desktop
S0000565,P00067,2024-02-24,11,False,slots,19,66,5.24,0,True,False,desktop
S0000566,P00067,2024-03-23,1,False,slots,17,42,1.14,2,False,False,desktop
S0000567,P00067,2024-04-03,4,False,live_casino,22,35,1.86,0,False,False,desktop
S0000568,P00067,2024-02-25,8,False,sports_betting,20,56,2.43,2,True,False,desktop
S0000569,P00067,2024-04-02,18,True,slots,13,44,4.38,1,False,False,desktop
S0000570,P00071,2024-06-15,19,True,live_casino,21,47,9.25,0,False,False,mobile
S0000571,P00072,2024-06-04,19,True,live_casino,13,22,4.19,1,True,False,mobile
S0000572,P00074,2024-02-10,18,True,slots,20,37,4.89,0,True,False,desktop
S0000573,P00074,2024-02-16,18,True,live_casino,96,273,4.08,0,False,False,desktop
S0000574,P00074,2024-02-19,17,False,live_casino,12,31,2.86,0,False,False,desktop
S0000575,P00074,2024-02-10,19,True,slots,13,26,3.29,1,True,False,desktop
S0000576,P00074,2024-02-19,14,False,live_casino,42,166,5.05,0,False,False,desktop
S0000577,P00074,2024-02-22,20,True,live_casino,24,51,23.21,0,True,False,desktop
S0000578,P00077,2024-06-09,21,True,sports_betting,5,13,11.05,0,False,False,desktop
S0000579,P00077,2024-06-10,13,False,slots,4,12,8.7,0,True,False,desktop
S0000580,P00077,2024-06-08,14,False,slots,20,31,7.54,0,False,False,desktop
S0000581,P00077,2024-06-10,21,True,sports_betting,10,31,8.88,1,True,False,desktop
